HVQ_036_000001	Của bầu một nước, không gì quý bằng đất đai: nhân dân và của cải đều do đấy mà sinh ra.
HVQ_036_000184	Sau bị nhà Tùy diệt mất.
HVQ_036_000185	Nhà Tùy chia Giao Châu ra làm 9 quận, 32 huyện.
HVQ_036_000186	Quận Giao Chỉ có 9 huyện.
HVQ_036_000187	(a) Tức là Tiền Lý Nam đế.
HVQ_036_000188	(b) Thuộc Ai Lao.
HVQ_036_000189	(c) Nay là bãi Tự Nhiên, huyện Đông An [Hưng Yên].
HVQ_036_000190	(d) Tức Triệu Việt vương.
HVQ_036_000191	(đ) Tức Hậu Lý Nam đế.
HVQ_036_000192	(e) Nay là xã Thượng Cát, Hạ Cát huyện Từ Liêm [Hà Đông].
HVQ_036_000193	(g) Giao Chỉ, Tường Bình, Long Biên, Chu Diên, Long Bình, Gia Ninh, Tân Xương, An Nhân, Bình Đạo.
HVQ_036_000194	(1) Sáu triều vua ở Trung Quốc: Ngô, Đông Tấn, Tống, Tề, Lương, Trần.
HVQ_036_000195	(2) Niên hiệu Lương Vũ đế, Trung Quốc.
HVQ_036_000196	(3) Bảo Triệu Việt vương dời về đóng ở thành Ô Diên là không đúng.
HVQ_036_000197	Theo các sử chép thì chính Phật Tử sau khi giảng hòa, dời về đóng ở Ô Diên.
HVQ_036_000198	(4) Theo Tấn địa lý chí dẫn trong ĐĐC thì có 6 quận: thêm quận Ái Âm, gồm có 4 huyện: Tân Dung, Chân Long, Đa Nông, An Lạc.
HVQ_036_000199	34 Lịch triều hiến chương loại chí Quận Cửu Chân có 7 huyện, quận Nhật Nam có 8 huyện.
HVQ_036_000200	Quận Lâm Ấp có 4 huyện, quận Tỳ Ảnh có 4 huyện.
HVQ_036_000201	Đầu đời Vũ Đức (1) nhà Đường lấy hai huyện Giao Cốc, Kim An ở quận Nhật Nam làm Trí Châu đặt riêng một chức thứ sử, rồi mới đổi chức thứ sử Giao Châu làm chức đô đốc.
HVQ_036_000202	Đến đầu năm Vĩnh Huy (2), mới đặt phủ An Nam đô hộ, coi 12 châu, 50 huyện: Châu Giao có 8 huyện, châu Lục có 3 huyện, châu Phong có 5 huyện, châu Phúc Lộc có 3 huyện, châu Thang có 3 huyện, châu Chi có 7 huyện, châu Diễn có 6 huyện.
HVQ_036_000203	(a) Cửu Chân, Di Phong, Tư Phố, Long An, Quên An, An Thuận, Nhật Nam.
HVQ_036_000204	(b) Cửu Đức, Hoài Hoan, Phố Dương, Việt Thường, Kim Ninh, Giao Cốc, An Viễn, Quang An.
HVQ_036_000205	(c) Tượng Phố, Kim Sơn, Giao Giang, Nam Cực.
HVQ_036_000206	(d) Tỳ Ảnh, Chu Ngô, Thọ Lãnh.
HVQ_036_000207	Tây Quyển và Thọ Lãnh là huyện thuộc quận Giao Chỉ ở đời Hán, còn ba huyện kia là huyện thuộc quận Nhật Nam đời Hán.
HVQ_036_000208	(đ) Tống Bình, Nam Định, Thái Bình, Giao Chỉ, Chu Diên, Long Biên, Bình Đạo, Vũ Bình.
HVQ_036_000209	(e) Ô Lôi, Hoa Thanh, Ninh Hải.
HVQ_036_000210	(g) Gia Ninh, Thừa Hóa, Tân Xương, Cao Sơn, Châu Lục.
HVQ_036_000211	(h) Chu Viên, Đường Lâm, Phúc Lộc.
HVQ_036_000212	(i) Dương Tuyên, Lục Thủy, La Thiều.
HVQ_036_000213	(k) Hân Thành, Phú Xuyên, Bình Tây, Lạc Quang, Lạc Diễm, Mã Long, Đa Vân.
HVQ_036_000214	(l) Trung Nghĩa, Long Trù, Tư Nông, Vũ Động, Vũ Dung, Vũ Kim.
HVQ_036_000215	(1) Niên hiệu Đường Cao Tổ, Trung Quốc (618 - 626).
HVQ_036_000216	(2) Niên hiệu Đường Cao Tông (650 - 655).
HVQ_036_000217	(3) Theo PĐĐC thì có 7 huyện, không có huyện Vũ Động, thêm huyện Vũ Lang và huyện Hoài Hoan.
HVQ_036_000218	(4) VSTGCM chép là Ấn Long; PĐĐC chép là Tư Long.
HVQ_036_000219	Dư địa chí!
HVQ_036_000220	| 35 Châu Vũ Nga có 7 huyện, Châu Vũ An có 2 huyện, Châu Ái có 6 huyện.
HVQ_036_000221	Châu Hoan có 4 huyện.
HVQ_036_000222	Châu Trường có 4 huyện, Lời án: Châu Giao là đất [của nước] Lạc đời xưa, nhà Hán gọi là quận Giao Chỉ, đời Hậu Hán đổi là Giao Châu, thống trị các quận, đời Lục triều cũng theo thế.
HVQ_036_000223	Châu Phúc Lộc cũng là đất [của nước] Lạc trước và là đất Tượng quận ở đời Tần.
HVQ_036_000224	Năm Tổng Chương thứ 6 đời Đường, thứ sử quận Trí Châu là Tạ Pháp Thành lấy đất Đường Lâm cũ đặt làm châu Phúc Lộc.
HVQ_036_000225	Huyện Nhu Viễn nay là huyện Gia Viễn.
HVQ_036_000226	Huyện Đường Lâm nay là đất huyện Hoài An, Mĩ Lương.
HVQ_036_000227	Châu Ái là đất Tượng Quận đời Tần, nhà Hán gọi là quận Cửu Chân, từ nhà Tấn trở về sau cũng thế.
HVQ_036_000228	Châu Hoan xưa là nước Việt Thường.
HVQ_036_000229	Đời Tần thuộc về đất Tượng Quận, đời Hán thuộc về quận Cửu Chân, Ngô đặt là quận Cửu Đức, đời Lục triều cũng theo thế.
HVQ_036_000230	Đến Tùy đặt là châu Hoan, lại đặt là quận Nhật Nam.
HVQ_036_000231	Nhà Đường lại đặt là châu Hoan cũng gọi là quận Nhật Nam.
HVQ_036_000232	Châu Phong là nước Văn Lang đời xưa, thuộc vào Tượng Quận đời Tần, và thuộc quận Giao Chỉ đời Hán, Ngô gọi là Tân Hưng, Tấn đổi làm Tân Xương, Trần đặt là Hưng Châu, Tùy lại đổi làm Phong Châu, sau gộp cả vào quận Giao Chí.
HVQ_036_000233	Đầu đời Đường lấy huyện Gia Ninh của quận Giao Chỉ đặt ra châu Phong.
HVQ_036_000234	Châu Lục đời Tần là đất (a) Vũ Nga, Mã Thạch, Vũ Nghĩa, Vũ Di, Vũ Duyên, Vũ Lao, Lương Sơn.
HVQ_036_000235	(b) Vũ An, Lôm Giang.
HVQ_036_000236	(c) Cửu Chân, An Thuận, Sùng Bình, Quên Ninh, Nhật Nam, Trường Lâm.
HVQ_036_000237	(d) Cửu Đức, Phố Dương, Việt Thường, Hoài Hoan.
HVQ_036_000238	(đ) Văn Dương, Đồng Thái, Trường Sơn, Kỳ Thường.
HVQ_036_000239	(1) Niên hiệu Đường Cao Tông, Trung Quốc (xét niên hiệu này chỉ có hai năm, không có năm thứ 6).
HVQ_036_000240	(2) Theo PDĐGC không có Mã Thạch, mà là Như Mã.
HVQ_036_000241	Lịch triều hiến chương loại chí Tượng Quận, đời Hán thuộc quận Giao Chỉ.
HVQ_036_000242	Lương chia ra làm châu Hoàng và quận Ninh Hải, Tùy đổi làm châu Vương.
HVQ_036_000243	Đến đời Đường đổi làm châu Lục.
HVQ_036_000244	Châu Diễn cũng là châu Hoan, đầu đời Đường đặt làm châu Hoan, sau đổi làm châu Diễn mà lập riêng châu Hoan ra.
HVQ_036_000245	Huyện Trung Nghĩa và huyện Long Trì có lúc gọi là quận, có lúc lại gọi là quận Diễn Thủy.
HVQ_036_000246	Đất châu Trường cũng là châu Phúc Lộc.
HVQ_036_000247	Còn như châu Chi ngờ nay là tỉnh Hưng Hóa.
HVQ_036_000248	Châu Vũ Nga ngờ nay là tỉnh Thái Nguyên.
HVQ_036_000249	Châu Thang ngờ nay là tính Tuyên Quang.
HVQ_036_000250	Châu Vũ An ngờ nay là tính Quảng Yên.
HVQ_036_000251	Lại lúc đầu nhà Đường, thì châu Lâm có 3 huyện châu Cảnh có 3 huyện đều là đất Lâm Ấp.
HVQ_036_000252	Lúc đầu nhà Đường thu phục được Lâm Ấp đặt vào trong vòng cơ my, nhưng vẫn giao quyền cho châu Hoan ở cõi nam trông coi.
HVQ_036_000253	Sau đó lại nhập vào Lâm Ấp.
HVQ_036_000254	[Đất ấy] tức là Thuận Hóa, Quảng Nam đời nay.
HVQ_036_000255	Khoảng đời Khai Nguyên Mai Thúc Loan ở châu Hoan đem quân đánh chiếm giữ lấy châu, xưng là Hắc Đế rồi bị quân nhà Đường diệt mất.
HVQ_036_000256	Đầu đời Chí Đức đổi làm Trấn Nam đô hộ phủ, đắp La Thành, sau lại đổi làm An Nam đô hộ phủ.
HVQ_036_000257	Khoảng đời Trinh Nguyên, người ở huyện Đường Lâm là Phùng Hưng nổi lên đem quân đánh Kinh lược sứ là Cao Chính Bình, vào chiếm giữ phủ thành.
HVQ_036_000258	Chưa được bao lâu thì Phùng Hưng chết.
HVQ_036_000259	Đô hộ là Triệu Xương sang ta, sai người dụ con Phùng Hưng ra đầu hàng, đắp thêm La Thành.
HVQ_036_000260	Nhà Đường lại đặt chức đô đốc ở châu Phong và châu Hoan.
HVQ_036_000261	Khi ấy các châu thuộc [phủ đô hội (a) Lâm Ấp, Kim Long, Hải Giới.
HVQ_036_000262	(b) Ty Ảnh, Do Văn, Chu Ngô.
HVQ_036_000263	(c) Nay là huyện Nam Đường [Nghệ An].
HVQ_036_000264	(d) Nay có đền thờ ở xã Thịnh Quang, huyện Quảng Đức.
HVQ_036_000265	(1) Niên hiệu Đường Huyền Tông, Trung Quốc (713 - 741).
HVQ_036_000266	(2) Niên hiệu của Đường Túc Tông (756 - 757).
HVQ_036_000267	(3) Niên hiệu của Đường Đức Tông (785 - 802).
HVQ_036_000268	Dư địa chí 37 đều đặt thứ sử để thống trị các châu cơ my.
HVQ_036_000269	Đầu đời Nguyên Hòa [808] Trương Chu làm Đô hộ, đắp thêm thành Đại La.
HVQ_036_000270	Lại nhân vì thành hai châu Hoan, Ái trước bị Hoàn Vương nước Lâm Ấp phá hủy nên Chu bắt đắp lại hết.
HVQ_036_000271	Thời [Đường] Mục Tông, Đô hộ là Lý Nguyên Tố cho rằng cửa thành có nước chảy ngược, sợ trong châu có nhiều người làm phản, mới dời phủ thành đến ngoài cửa Đông Quan.
HVQ_036_000272	Thời [Đường] Kính Tông lại dời chỗ phủ trị đến huyện Tống Bình.
HVQ_036_000273	Thời [Đường] Ý Tông, người Nam Chiếu thường đến quấy nhiễu, đánh lấy phủ thành, vua Đường mới đổi phủ ly đô hộ ra trấn Hải Môn, rồi sai Cao Biển làm [Chiêu thảo sứ ở] đô hộ, đánh phá được Nam Chiếu.
HVQ_036_000274	Nhân đó vua đặt quân Tĩnh Hải ở Giao Châu cho Cao Biển làm Tiết độ sứ.
HVQ_036_000275	Cao Biển giữ lấy chỗ phủ trị, đắp thành Đại La.
HVQ_036_000276	Bài thông luận của sử thần họ Ngô: Xét lúc đầu đời Đường chia thiên hạ ra làm 15 đạo, lấy đất 9 quận của nhà Hán làm đạo Lãnh Nam, còn đất An Nam đặt làm phủ đô hộ, đều thuộc vào đạo Lĩnh Nam thống trị.
HVQ_036_000277	Đến năm Vũ Đức thứ 5 [622] gọi là Giao Châu.
HVQ_036_000278	Từ đời Điều Lộ trở về sau không gọi là Giao Châu mà gọi là An Nam.
HVQ_036_000279	Từ Vũ đế Triệu Đà trở về sau, hơn 1000 năm lại thuộc về Trung Quốc.
HVQ_036_000280	Tại sao những nước Lâm Ấp, Phù Nam, Chân Lạp, Ai Lao, tuy đều là những nước nhỏ mọn mà còn có quân trưởng, không đến nỗi lệ thuộc quá như nước Nam mình?
HVQ_036_000281	Vì rằng các nước ấy ở chỗ bãi biển chân núi, nhân dân tiền của đều không bõ làm mối lợi cho Trung Quốc, cho nên hỗ trái mệnh lệnh thì đánh, phục tùng thì tha, lễ triều cống có hay không cũng không thèm trách.
HVQ_036_000282	Còn nước Nam ta là một nơi đô hội lớn ở phương Nam, ruộng cấy lúa tốt, đất trồng dâu tốt, núi sẵn vàng bạc, biến sẵn châu ngọc, người ở.
HVQ_036_000283	(1) Theo PĐĐĐOC thì Hoàn Vương là một tên khác của nước Lâm Ấp.
HVQ_036_000284	(2) Theo VSTGCM thì huyện này sau này là huyện Siêu Loại, tức Thuận Thành (Bắc Ninh).
HVQ_036_000285	(3) Theo Thanh nhất thống chí thì ở huyện Bác Bạch, châu Uất Lâm (Quảng Tây).
HVQ_036_000286	(4) Trong Việt sử tiêu án của Ngô Thì Sĩ có những đoạn thông luận không rõ của chính Ngô Thì Sĩ hay của một người nào viết, hiện chưa khảo được.
HVQ_036_000287	(5) Niên hiệu Đường Cao Tông, Trung Quốc (679).
HVQ_036_000288	đâu đến buôn bán cũng làm giàu được cả.
HVQ_036_000289	Cái tiếng phong phú ấy đồn đi xa, nên Trung Quốc lúc nào cũng nghĩ cách chiếm đất của nước mình, đặt ra quận huyện để cai trị đã từ lâu rồi.
HVQ_036_000290	Lúc chưa lấy được thì nghĩ cách để lấy; lúc đã lấy được rồi thì không chịu bỏ ra nữa.
HVQ_036_000291	[Về phía ta] đường đường một nước to tát, thiếu gì người anh hùng hào kiệt, há lại thích nhắm mắt cúi đầu để cho bọn đô đốc, thứ sử sai khiến ru?
HVQ_036_000292	Chỉ vì nước bị nội thuộc đã lâu, chia quận đặt quan rải rác khắp các nơi, ra oai ra phúc, đến đâu ai cũng phải vâng theo, cho nên một người thổ hào nổi dậy thì quận thú đánh để diệt đi; một quận thú nổi dậy thì thứ sử kết hợp lại đánh ngay.
HVQ_036_000293	Một thứ sử nổi dậy thì Trung Quốc đem toàn lực sang đánh.
HVQ_036_000294	Như Lý Tốn, Trương Thạc về đời Tấn, Dương Thanh (Lý Mạnh Thu, Hữu Ngạn, Mai Thúc Loan, Vương Thăng Triều?
HVQ_036_000295	về đời Đường đều như thế cả.
HVQ_036_000296	Hai nhà Lý và nhà Triệu ở nước ta đều giữ được cõi đất, xưng hiệu vua đến năm sáu mươi năm là vì khi ấy đương lúc nhà Lương, nhà Trần ở Trung Quốc tạm nương náu một nơi; Giang Tả vì lắm việc, nên không để ý lắm về Giao Châu.
HVQ_036_000297	Còn như đương lúc nhà Hán, nhà Đường toàn thịnh, thì khi nào họ chịu bỏ cõi đất đã lấy được và đồ cống hiến vẫn được hưởng của họ, mà để cho ta tự lập thành một nước lớn ở ngoài đất Ngũ Lĩnh.
HVQ_036_000298	Thế cho nên luôn luôn có lúc nổi lên, rồi lại bị diệt.
HVQ_036_000299	(1) Người hào trưởng ở một địa phương.
HVQ_036_000300	(2) Làm thái thú quận Cửu Chân.
HVQ_036_000301	Năm 380, chiếm giữ châu, chống mệnh lệnh nhà Tấn, bị Thái thú quận Giao Chỉ là Đỗ Viện dẹp.
HVQ_036_000302	(3) Chính tên là Lương Thạc, nguyên làm Thái thú Tân Xương.
HVQ_036_000303	Đời Tấn Huệ đế (290 - 406) họp quân vây Thứ sử Vương Lượng ở Long Biên, tự làm Thái thú Giao Chỉ.
HVQ_036_000304	Sau bị Đào Khản dẹp (theo An Nam chí nguyên và An Nam chí lược).
HVQ_036_000305	(4) Nguyên làm Thứ sử châu Hoan, giết Lý Tượng Cổ, sau bị Quế Trọng Vũ dẹp.
HVQ_036_000306	(5) Chính là Lý Mạnh Thu và Bí Ngạn, theo An Nam chí nguyên và An Nam chí lược.
HVQ_036_000307	Còn Giao Chỉ di biên chép là Lý Mạnh Phong và Lý Bỉ Sầm.
HVQ_036_000308	Trước Thu làm Tư mã châu Diễn, Ngạn làm Thứ sử châu Phong nổi lên chống với triều đình nhà Đường, tự xưng làm An Nam tiết độ sứ.
HVQ_036_000309	Năm 782, bị Phụ (hay Tạ) Lương Giao dẹp.
HVQ_036_000310	(6) Tức Mai Hắc đế.
HVQ_036_000311	Sự tích đã có chép ở sử Việt.
HVQ_036_000312	(7) Thứ sử châu Phong.
HVQ_036_000313	Năm 828, giữ châu chống lại phủ đô hộ, bị Hàn Ước giết.
HVQ_036_000314	(8) Tức Lý Nam đế và Triệu Việt vương.
HVQ_036_000315	(9) Tên một tỉnh ở về phía đông sông Trường Giang, cõi đất thuộc tỉnh Giang Tô, Giang-tô bây giờ.
HVQ_036_000316	Đây là chỉ nhà Ngô.
HVQ_036_000317	Dư địa chí 39 chung quy bị họ khép là phản bạn.
HVQ_036_000318	Cả trên dưới nghìn năm vẫn phải lệ thuộc vào Trung Quốc và chia làm quận huyện cũng là thế bắt buộc phải như vậy.
HVQ_036_000319	Huống chi ý trời chưa muốn cho nước mình được bình trị, lại đổ lỗi cho sự việc người thế nào được.
HVQ_036_000320	Cuối đời Đường, Cao Biển không làm trấn thủ nữa, Giao Châu rối loạn, thổ hào là Khúc Thừa Dụ người ở Hồng Châu chiếm cứ lấy thành, tự xưng là tiết độ sứ.
HVQ_036_000321	Rồi đến cháu là Thừa Mĩ nối chức, yêu cầu nhà Lương cho làm tiết độ sứ.
HVQ_036_000322	Khi ấy chúa nhà Nam Hán chiếm giữ đất Phiên Ngung, đem quân đánh bắt được Thừa Mĩ, rồi đặt thứ sử.
HVQ_036_000323	Viên tướng của Khúc là Dương Diên Nghệ - người ở Ái Châu nổi lên đem quân đánh lấy lại châu thành, tự xưng là Tiết độ sứ.
HVQ_036_000324	Rồi sau bị nha tướng là Kiều Công Tiễn giết chết.
HVQ_036_000325	Khi ấy một biệt tướng của Diên Nghệ, người huyện Đường Lâm là Ngô Quyền, giết Công Tiễn, đánh phá quân Nam Hán ở sông Bạch Đằng, tự lập làm vua, đóng đô ở Loa thành(a).
HVQ_036_000326	Rồi sau trong nước rối loạn, các nơi tranh nhau nổi dậy.
HVQ_036_000327	Ở Bình Kiểu có Ngô Xương Xí.
HVQ_036_000328	Ở Phong Châu có Kiều Tam Chế(b).
HVQ_036_000329	Ở Tam Đái có Nguyễn Thái Bình(c).
HVQ_036_000330	Ở Đường Lâm có Ngô Lãm công.
HVQ_036_000331	Ở Đỗ Động có Đỗ Cảnh Thạc(d).
